customer_id,time_period,after,treatment_group,sales
999,2,0,treatment,0
734,2,0,treatment,9.16
701,2,0,treatment,4.61
933,2,0,treatment,2.24
900,2,0,treatment,5.09
635,2,0,treatment,0
602,2,0,treatment,0
105,2,0,control,1.87
337,2,0,control,0
304,2,0,control,0
801,2,0,treatment,14.88
1000,2,0,treatment,10.78
735,2,0,treatment,0.67
702,2,0,treatment,0
934,2,0,treatment,5.48
901,2,0,treatment,3.73
636,2,0,treatment,0.48
603,2,0,treatment,0
106,2,0,control,4.7
338,2,0,control,5.94
305,2,0,control,3.98
802,2,0,treatment,0
769,2,0,treatment,0.88
736,2,0,treatment,5.83
703,2,0,treatment,0
935,2,0,treatment,4.54
902,2,0,treatment,3.81
637,2,0,treatment,0
604,2,0,treatment,2.95
107,2,0,control,4.72
339,2,0,control,3.83
306,2,0,control,0
803,2,0,treatment,2.05
770,2,0,treatment,2.61
737,2,0,treatment,1.75
704,2,0,treatment,5.1
936,2,0,treatment,4.73
903,2,0,treatment,8.32
638,2,0,treatment,2.12
605,2,0,treatment,10.29
108,2,0,control,0
340,2,0,control,5.81
307,2,0,control,7.1
804,2,0,treatment,4.18
771,2,0,treatment,8.22
738,2,0,treatment,0
705,2,0,treatment,4.54
937,2,0,treatment,1
904,2,0,treatment,0.05
639,2,0,treatment,5.32
606,2,0,treatment,0
109,2,0,control,5.24
341,2,0,control,7.37
308,2,0,control,4.35
805,2,0,treatment,0
772,2,0,treatment,5.6
739,2,0,treatment,0
706,2,0,treatment,11.57
938,2,0,treatment,0
905,2,0,treatment,9.59
640,2,0,treatment,2.22
607,2,0,treatment,0
110,2,0,control,1.37
342,2,0,control,9.51
309,2,0,control,0
806,2,0,treatment,1.81
773,2,0,treatment,3
740,2,0,treatment,0
707,2,0,treatment,0
939,2,0,treatment,5.52
906,2,0,treatment,4.35
641,2,0,treatment,0
608,2,0,treatment,2.16
111,2,0,control,4.37
343,2,0,control,8.77
310,2,0,control,0
807,2,0,treatment,0
774,2,0,treatment,3.73
741,2,0,treatment,0
708,2,0,treatment,3.34
940,2,0,treatment,0
907,2,0,treatment,3.59
642,2,0,treatment,3.96
609,2,0,treatment,0
112,2,0,control,0
344,2,0,control,3.68
311,2,0,control,3.3
808,2,0,treatment,0
775,2,0,treatment,2.27
742,2,0,treatment,0
709,2,0,treatment,4.17
941,2,0,treatment,0
908,2,0,treatment,1.42
643,2,0,treatment,0
610,2,0,treatment,15.94
113,2,0,control,0
345,2,0,control,1.26
312,2,0,control,3.85
809,2,0,treatment,0
776,2,0,treatment,0
743,2,0,treatment,10.26
710,2,0,treatment,9.36
942,2,0,treatment,0
909,2,0,treatment,5.78
644,2,0,treatment,4.16
611,2,0,treatment,0
114,2,0,control,4.44
346,2,0,control,6.75
313,2,0,control,0
810,2,0,treatment,10.18
777,2,0,treatment,5.67
744,2,0,treatment,2.65
711,2,0,treatment,0
943,2,0,treatment,3.4
910,2,0,treatment,0
645,2,0,treatment,0
612,2,0,treatment,3.88
115,2,0,control,0
347,2,0,control,9
314,2,0,control,5.2
811,2,0,treatment,0
778,2,0,treatment,2.33
745,2,0,treatment,10.01
712,2,0,treatment,0
944,2,0,treatment,5.05
911,2,0,treatment,0
646,2,0,treatment,0
613,2,0,treatment,3.9
116,2,0,control,6.52
348,2,0,control,1.26
315,2,0,control,0
812,2,0,treatment,3.17
779,2,0,treatment,0
746,2,0,treatment,9.59
713,2,0,treatment,13.8
945,2,0,treatment,6.11
912,2,0,treatment,0
647,2,0,treatment,6.22
614,2,0,treatment,0
117,2,0,control,4.55
349,2,0,control,3.58
316,2,0,control,1.89
813,2,0,treatment,0
780,2,0,treatment,0
747,2,0,treatment,9.23
714,2,0,treatment,0
946,2,0,treatment,0
913,2,0,treatment,1.04
648,2,0,treatment,0.68
615,2,0,treatment,11.12
118,2,0,control,0
350,2,0,control,0
317,2,0,control,4.87
814,2,0,treatment,10.68
781,2,0,treatment,3.47
748,2,0,treatment,5.57
715,2,0,treatment,0.62
947,2,0,treatment,4.88
914,2,0,treatment,0
649,2,0,treatment,7.69
616,2,0,treatment,11.42
119,2,0,control,2.12
351,2,0,control,0.24
318,2,0,control,0.52
815,2,0,treatment,5.69
782,2,0,treatment,0
749,2,0,treatment,0
716,2,0,treatment,0
948,2,0,treatment,8.87
915,2,0,treatment,3.78
650,2,0,treatment,4.97
617,2,0,treatment,2.19
120,2,0,control,9.47
352,2,0,control,9.09
319,2,0,control,6.32
816,2,0,treatment,3.35
783,2,0,treatment,2.86
750,2,0,treatment,7.31
717,2,0,treatment,4.06
949,2,0,treatment,14.26
916,2,0,treatment,3.17
651,2,0,treatment,1.24
618,2,0,treatment,14.03
121,2,0,control,0
353,2,0,control,3.18
320,2,0,control,0
817,2,0,treatment,6.12
784,2,0,treatment,0
751,2,0,treatment,3.54
718,2,0,treatment,0
950,2,0,treatment,0
917,2,0,treatment,5.23
652,2,0,treatment,5.25
619,2,0,treatment,0
122,2,0,control,3.93
354,2,0,control,3.08
321,2,0,control,0
818,2,0,treatment,3.91
785,2,0,treatment,8.17
752,2,0,treatment,0
719,2,0,treatment,6.65
951,2,0,treatment,9.22
918,2,0,treatment,7.45
653,2,0,treatment,0
620,2,0,treatment,1.99
123,2,0,control,3.58
355,2,0,control,2.19
322,2,0,control,13.09
819,2,0,treatment,4.91
786,2,0,treatment,0
753,2,0,treatment,5.98
720,2,0,treatment,6.03
952,2,0,treatment,4.79
919,2,0,treatment,4.81
654,2,0,treatment,6.01
621,2,0,treatment,7.51
124,2,0,control,6.65
356,2,0,control,7.19
323,2,0,control,0.85
820,2,0,treatment,0
787,2,0,treatment,0
754,2,0,treatment,2.17
721,2,0,treatment,11.39
953,2,0,treatment,6.72
920,2,0,treatment,8.68
655,2,0,treatment,0
622,2,0,treatment,6.76
125,2,0,control,1.85
357,2,0,control,0
324,2,0,control,12.01
821,2,0,treatment,0
788,2,0,treatment,7.28
755,2,0,treatment,0
722,2,0,treatment,6.45
954,2,0,treatment,8.07
921,2,0,treatment,0
656,2,0,treatment,0.05
623,2,0,treatment,3.08
126,2,0,control,3.71
358,2,0,control,9.58
325,2,0,control,7.37
822,2,0,treatment,1.81
789,2,0,treatment,0
756,2,0,treatment,0.74
723,2,0,treatment,2.02
955,2,0,treatment,0.67
922,2,0,treatment,2.39
657,2,0,treatment,6.94
624,2,0,treatment,1.99
127,2,0,control,4.65
359,2,0,control,0
326,2,0,control,3.25
823,2,0,treatment,0
790,2,0,treatment,0
757,2,0,treatment,0
724,2,0,treatment,3.84
956,2,0,treatment,14.2
923,2,0,treatment,0
658,2,0,treatment,0
625,2,0,treatment,0
128,2,0,control,2.99
360,2,0,control,6.25
327,2,0,control,0
824,2,0,treatment,4.76
791,2,0,treatment,3.77
758,2,0,treatment,0
725,2,0,treatment,2.28
957,2,0,treatment,4.68
924,2,0,treatment,5.49
659,2,0,treatment,0
626,2,0,treatment,0.82
129,2,0,control,2.47
361,2,0,control,0
328,2,0,control,3.19
825,2,0,treatment,5.22
792,2,0,treatment,12.04
759,2,0,treatment,0
726,2,0,treatment,0
958,2,0,treatment,4.95
925,2,0,treatment,2.53
660,2,0,treatment,0
627,2,0,treatment,6.53
130,2,0,control,2.09
362,2,0,control,0
329,2,0,control,15.04
826,2,0,treatment,4.12
793,2,0,treatment,0
760,2,0,treatment,0
727,2,0,treatment,8.97
959,2,0,treatment,7.55
926,2,0,treatment,5.24
661,2,0,treatment,6.68
628,2,0,treatment,6.46
131,2,0,control,0
363,2,0,control,1.17
330,2,0,control,0.07
827,2,0,treatment,5.16
794,2,0,treatment,3.61
761,2,0,treatment,0
728,2,0,treatment,3.71
960,2,0,treatment,0.59
927,2,0,treatment,10.6
662,2,0,treatment,1.94
629,2,0,treatment,2.27
132,2,0,control,4.77
364,2,0,control,0
331,2,0,control,2.86
828,2,0,treatment,2.29
795,2,0,treatment,5.91
762,2,0,treatment,6.16
729,2,0,treatment,0
961,2,0,treatment,1.09
928,2,0,treatment,4.51
663,2,0,treatment,0.81
630,2,0,treatment,9.6
133,2,0,control,0
365,2,0,control,0.04
332,2,0,control,0
829,2,0,treatment,3.81
796,2,0,treatment,3.26
763,2,0,treatment,0
498,2,0,control,0
962,2,0,treatment,3.27
200,2,0,control,0
664,2,0,treatment,6.61
399,2,0,control,10.66
134,2,0,control,3.86
366,2,0,control,6.09
863,2,0,treatment,3.01
830,2,0,treatment,0
35,2,0,control,0
764,2,0,treatment,0.38
499,2,0,control,2.35
963,2,0,treatment,2.25
201,2,0,control,0
665,2,0,treatment,0.57
400,2,0,control,0
135,2,0,control,2.51
367,2,0,control,2.25
864,2,0,treatment,8.36
831,2,0,treatment,1.8
36,2,0,control,0
765,2,0,treatment,11.16
500,2,0,control,2.74
964,2,0,treatment,0
202,2,0,control,0
666,2,0,treatment,6.61
401,2,0,control,4.59
136,2,0,control,0
368,2,0,control,0
865,2,0,treatment,6.87
832,2,0,treatment,0
37,2,0,control,0
766,2,0,treatment,0
501,2,0,treatment,1.89
965,2,0,treatment,2.6
203,2,0,control,0
667,2,0,treatment,3.27
402,2,0,control,4.18
137,2,0,control,0
369,2,0,control,0.37
866,2,0,treatment,0.11
833,2,0,treatment,1.48
38,2,0,control,0.76
767,2,0,treatment,8.57
502,2,0,treatment,0
966,2,0,treatment,4.1
204,2,0,control,11.97
668,2,0,treatment,0
403,2,0,control,0
138,2,0,control,5.77
370,2,0,control,0.58
867,2,0,treatment,4.28
834,2,0,treatment,4.74
39,2,0,control,0
768,2,0,treatment,5.81
503,2,0,treatment,4.93
967,2,0,treatment,7.09
205,2,0,control,0
669,2,0,treatment,7.58
404,2,0,control,0
139,2,0,control,1.29
371,2,0,control,6.76
868,2,0,treatment,2.12
835,2,0,treatment,5.01
40,2,0,control,4.61
7,2,0,control,0
272,2,0,control,1.94
968,2,0,treatment,2.05
206,2,0,control,0
670,2,0,treatment,6.73
405,2,0,control,9.44
140,2,0,control,17.58
372,2,0,control,3.51
869,2,0,treatment,8.47
836,2,0,treatment,0
41,2,0,control,0.65
8,2,0,control,1.28
273,2,0,control,0
969,2,0,treatment,0
207,2,0,control,1.06
671,2,0,treatment,2.47
406,2,0,control,0
141,2,0,control,0
373,2,0,control,0
870,2,0,treatment,0
837,2,0,treatment,2.23
42,2,0,control,11.83
9,2,0,control,0
274,2,0,control,4.36
970,2,0,treatment,2.55
208,2,0,control,7.15
672,2,0,treatment,1.52
407,2,0,control,0
142,2,0,control,0
374,2,0,control,1.16
871,2,0,treatment,2.73
838,2,0,treatment,4.72
43,2,0,control,8.97
10,2,0,control,4.83
275,2,0,control,0
971,2,0,treatment,10.47
209,2,0,control,0
673,2,0,treatment,0
408,2,0,control,0
143,2,0,control,1.2
375,2,0,control,6.83
872,2,0,treatment,0
839,2,0,treatment,0
44,2,0,control,5.41
11,2,0,control,0
276,2,0,control,0
972,2,0,treatment,1.5
210,2,0,control,2.61
674,2,0,treatment,10.32
409,2,0,control,0.27
144,2,0,control,5.44
376,2,0,control,10.22
873,2,0,treatment,8.02
840,2,0,treatment,0
45,2,0,control,9.02
12,2,0,control,0
277,2,0,control,5.96
973,2,0,treatment,0
211,2,0,control,0
675,2,0,treatment,5.68
410,2,0,control,0
145,2,0,control,1.76
377,2,0,control,0
874,2,0,treatment,2.95
841,2,0,treatment,3.56
46,2,0,control,4.5
13,2,0,control,1.67
278,2,0,control,0
974,2,0,treatment,7.64
212,2,0,control,2.3
676,2,0,treatment,4.6
411,2,0,control,11.54
146,2,0,control,0
378,2,0,control,8.18
875,2,0,treatment,0
842,2,0,treatment,0
47,2,0,control,0
14,2,0,control,0
279,2,0,control,8.54
975,2,0,treatment,4.52
213,2,0,control,3.19
677,2,0,treatment,7.03
412,2,0,control,5.49
147,2,0,control,3.87
379,2,0,control,0
876,2,0,treatment,5.26
843,2,0,treatment,0
48,2,0,control,3.87
15,2,0,control,6.05
280,2,0,control,11.1
976,2,0,treatment,0
214,2,0,control,1.71
678,2,0,treatment,0
413,2,0,control,0
148,2,0,control,6.57
380,2,0,control,0
877,2,0,treatment,0
844,2,0,treatment,0
49,2,0,control,3.13
16,2,0,control,0
281,2,0,control,4.58
977,2,0,treatment,5.96
215,2,0,control,1.49
679,2,0,treatment,0
414,2,0,control,0.85
149,2,0,control,11.6
381,2,0,control,0
878,2,0,treatment,0
845,2,0,treatment,10.56
50,2,0,control,5.56
17,2,0,control,3.26
282,2,0,control,5.82
978,2,0,treatment,6.65
216,2,0,control,6.38
680,2,0,treatment,5.26
415,2,0,control,0
150,2,0,control,0
382,2,0,control,3.56
879,2,0,treatment,4.88
846,2,0,treatment,0
51,2,0,control,1.28
18,2,0,control,0
283,2,0,control,0
979,2,0,treatment,9.08
217,2,0,control,7.76
681,2,0,treatment,0
416,2,0,control,0
151,2,0,control,1.03
383,2,0,control,0
880,2,0,treatment,0
847,2,0,treatment,2.75
52,2,0,control,0
19,2,0,control,4.06
284,2,0,control,5.7
980,2,0,treatment,4.82
218,2,0,control,0
682,2,0,treatment,0
417,2,0,control,2.92
152,2,0,control,0.06
384,2,0,control,0
881,2,0,treatment,2.07
848,2,0,treatment,2.15
53,2,0,control,7.33
20,2,0,control,0
285,2,0,control,0.57
981,2,0,treatment,0
219,2,0,control,0
683,2,0,treatment,2.7
418,2,0,control,0
153,2,0,control,3.55
385,2,0,control,2.98
882,2,0,treatment,0
849,2,0,treatment,0.76
54,2,0,control,0.46
21,2,0,control,0
286,2,0,control,6.05
982,2,0,treatment,11.98
220,2,0,control,2.06
684,2,0,treatment,0
419,2,0,control,0
154,2,0,control,7.46
386,2,0,control,4.84
883,2,0,treatment,4.01
850,2,0,treatment,0
55,2,0,control,0
22,2,0,control,4.78
287,2,0,control,0.19
983,2,0,treatment,15.13
221,2,0,control,0
685,2,0,treatment,12.77
420,2,0,control,0.22
155,2,0,control,0
387,2,0,control,7.21
884,2,0,treatment,4.05
851,2,0,treatment,0
56,2,0,control,4.88
23,2,0,control,0
288,2,0,control,2.64
984,2,0,treatment,4.36
222,2,0,control,6.08
686,2,0,treatment,2.22
421,2,0,control,2.23
156,2,0,control,0.9
388,2,0,control,6.3
885,2,0,treatment,0
852,2,0,treatment,15.89
57,2,0,control,8.27
24,2,0,control,1.47
289,2,0,control,1.22
985,2,0,treatment,0
223,2,0,control,0
687,2,0,treatment,9.3
422,2,0,control,0
157,2,0,control,0
389,2,0,control,10.09
886,2,0,treatment,12.16
853,2,0,treatment,4.2
58,2,0,control,0
25,2,0,control,0
290,2,0,control,3.58
986,2,0,treatment,0
224,2,0,control,0
688,2,0,treatment,4.35
423,2,0,control,0
158,2,0,control,0
390,2,0,control,2.92
887,2,0,treatment,0
854,2,0,treatment,14.43
59,2,0,control,7.48
26,2,0,control,0
291,2,0,control,0
987,2,0,treatment,7.66
225,2,0,control,1.95
689,2,0,treatment,0
424,2,0,control,4.06
159,2,0,control,0
391,2,0,control,0
888,2,0,treatment,8.95
855,2,0,treatment,10.51
60,2,0,control,8.99
27,2,0,control,0
292,2,0,control,4.67
988,2,0,treatment,6.41
226,2,0,control,1.66
690,2,0,treatment,3.73
425,2,0,control,0
160,2,0,control,4.34
392,2,0,control,6.35
889,2,0,treatment,4.8
856,2,0,treatment,8.23
61,2,0,control,0
28,2,0,control,0
293,2,0,control,1.16
989,2,0,treatment,8.01
227,2,0,control,0
691,2,0,treatment,8.38
426,2,0,control,1.75
161,2,0,control,5.76
393,2,0,control,0
890,2,0,treatment,0
857,2,0,treatment,0
62,2,0,control,5.22
29,2,0,control,6.37
294,2,0,control,6.53
990,2,0,treatment,6.09
228,2,0,control,8.8
692,2,0,treatment,0
427,2,0,control,5.87
162,2,0,control,0
394,2,0,control,3.16
891,2,0,treatment,0
858,2,0,treatment,0
63,2,0,control,1.04
30,2,0,control,0
295,2,0,control,1.57
991,2,0,treatment,1.26
229,2,0,control,0.55
693,2,0,treatment,0
428,2,0,control,3.93
163,2,0,control,0
395,2,0,control,1.37
892,2,0,treatment,6.18
859,2,0,treatment,6.26
64,2,0,control,14.18
31,2,0,control,0
296,2,0,control,9.36
992,2,0,treatment,2.6
230,2,0,control,2.09
694,2,0,treatment,0
429,2,0,control,0.27
164,2,0,control,1.12
396,2,0,control,6.87
893,2,0,treatment,12.48
860,2,0,treatment,6.9
65,2,0,control,4.23
32,2,0,control,0
297,2,0,control,0
993,2,0,treatment,0.18
231,2,0,control,0.71
695,2,0,treatment,2.46
430,2,0,control,1.35
165,2,0,control,7.77
397,2,0,control,2.98
894,2,0,treatment,0
861,2,0,treatment,0
66,2,0,control,0
33,2,0,control,4.1
298,2,0,control,0
994,2,0,treatment,0
232,2,0,control,9.35
696,2,0,treatment,0.47
431,2,0,control,9.7
166,2,0,control,0
398,2,0,control,0.18
895,2,0,treatment,0
862,2,0,treatment,0
67,2,0,control,0
34,2,0,control,5.05
299,2,0,control,8.44
266,2,0,control,5.96
233,2,0,control,0
465,2,0,control,7.37
432,2,0,control,7.67
167,2,0,control,0
237,2,0,control,6.03
469,2,0,control,0
436,2,0,control,6.75
68,2,0,control,1.21
241,2,0,control,0
473,2,0,control,0
267,2,0,control,0
234,2,0,control,7.84
466,2,0,control,0
433,2,0,control,7.76
168,2,0,control,0
238,2,0,control,4.67
470,2,0,control,0
437,2,0,control,1.48
69,2,0,control,0
242,2,0,control,5.07
474,2,0,control,3.36
268,2,0,control,4.96
235,2,0,control,0
467,2,0,control,0
434,2,0,control,0
169,2,0,control,10.11
239,2,0,control,0
471,2,0,control,10.29
438,2,0,control,3.77
70,2,0,control,4.21
243,2,0,control,0.41
475,2,0,control,2.52
269,2,0,control,3.84
236,2,0,control,1.64
468,2,0,control,0
435,2,0,control,0
170,2,0,control,2.72
240,2,0,control,0
472,2,0,control,2.98
439,2,0,control,3.41
71,2,0,control,2.93
244,2,0,control,0
476,2,0,control,1.76
270,2,0,control,0
75,2,0,control,0
248,2,0,control,1.12
480,2,0,control,3.13
171,2,0,control,0
79,2,0,control,4.02
252,2,0,control,1.26
440,2,0,control,0
72,2,0,control,9.21
245,2,0,control,2.16
477,2,0,control,3.94
271,2,0,control,5.35
76,2,0,control,0
249,2,0,control,0.9
481,2,0,control,4.68
172,2,0,control,0
80,2,0,control,0
253,2,0,control,0
441,2,0,control,2.3
73,2,0,control,9.4
246,2,0,control,8.26
478,2,0,control,0
445,2,0,control,11.58
77,2,0,control,10.27
250,2,0,control,5.76
482,2,0,control,1.37
173,2,0,control,1.07
81,2,0,control,11.03
254,2,0,control,0
442,2,0,control,0
74,2,0,control,0
247,2,0,control,4.43
479,2,0,control,0.8
446,2,0,control,3.16
78,2,0,control,7.08
251,2,0,control,0
483,2,0,control,4.4
174,2,0,control,10.27
82,2,0,control,4.15
255,2,0,control,0
443,2,0,control,0.1
178,2,0,control,0
86,2,0,control,2.84
259,2,0,control,4.07
447,2,0,control,6.24
182,2,0,control,1.95
90,2,0,control,8.15
484,2,0,control,9.19
175,2,0,control,8.8
83,2,0,control,0
256,2,0,control,4.98
444,2,0,control,5.24
179,2,0,control,0
87,2,0,control,3.52
260,2,0,control,0
448,2,0,control,8.36
183,2,0,control,4.4
91,2,0,control,0
485,2,0,control,0
176,2,0,control,0
84,2,0,control,3.87
257,2,0,control,0
489,2,0,control,0
180,2,0,control,4.55
88,2,0,control,0
261,2,0,control,0
449,2,0,control,4.52
184,2,0,control,0
92,2,0,control,7.49
486,2,0,control,8.21
177,2,0,control,2.2
85,2,0,control,0
258,2,0,control,1.09
490,2,0,control,8.95
181,2,0,control,9.4
89,2,0,control,0
262,2,0,control,4.4
450,2,0,control,12.09
185,2,0,control,4.17
93,2,0,control,0
487,2,0,control,0
454,2,0,control,7.25
189,2,0,control,2.59
97,2,0,control,2.94
491,2,0,control,7.5
458,2,0,control,1.41
193,2,0,control,0
263,2,0,control,2.1
451,2,0,control,0
186,2,0,control,10.04
94,2,0,control,0
488,2,0,control,8.08
455,2,0,control,12.11
190,2,0,control,1.17
98,2,0,control,0
492,2,0,control,0
459,2,0,control,3.24
194,2,0,control,9.42
264,2,0,control,0
452,2,0,control,0
187,2,0,control,0
95,2,0,control,0
3,2,0,control,1.62
456,2,0,control,0.14
191,2,0,control,0
99,2,0,control,3.62
493,2,0,control,5.72
460,2,0,control,6.58
195,2,0,control,8.34
265,2,0,control,0
453,2,0,control,3.25
188,2,0,control,0
96,2,0,control,5.78
4,2,0,control,3.84
457,2,0,control,0
192,2,0,control,0
100,2,0,control,9.86
494,2,0,control,3.19
461,2,0,control,0.04
196,2,0,control,4.75
1,2,0,control,5.34
464,2,0,control,0
6,2,0,control,0
463,2,0,control,0
5,2,0,control,0.73
462,2,0,control,0
496,2,0,control,1.43
2,2,0,control,0
495,2,0,control,0.21
497,2,0,control,0
197,2,0,control,0
199,2,0,control,0
198,2,0,control,0.86
168,3,0,control,0
102,3,0,control,0
101,3,0,control,0
69,3,0,control,0
167,3,0,control,0
68,3,0,control,0
134,3,0,control,1.94
105,3,0,control,1.36
135,3,0,control,2.92
7,3,0,control,0
169,3,0,control,9.44
136,3,0,control,0
103,3,0,control,3.3
11,3,0,control,0.45
70,3,0,control,6.37
37,3,0,control,0
107,3,0,control,4.7
36,3,0,control,0
106,3,0,control,0.6
35,3,0,control,0
8,3,0,control,0
170,3,0,control,0.61
137,3,0,control,0
104,3,0,control,1.04
12,3,0,control,0
71,3,0,control,4.57
38,3,0,control,0
108,3,0,control,0
16,3,0,control,0
75,3,0,control,0
42,3,0,control,10.46
9,3,0,control,0
171,3,0,control,0
138,3,0,control,4.12
46,3,0,control,3.34
13,3,0,control,0.38
72,3,0,control,6.31
39,3,0,control,0
109,3,0,control,4.83
17,3,0,control,1.71
76,3,0,control,0
43,3,0,control,10.58
10,3,0,control,4.6
172,3,0,control,0
139,3,0,control,0.35
47,3,0,control,0
14,3,0,control,0
73,3,0,control,6.93
40,3,0,control,3.78
110,3,0,control,0
18,3,0,control,0
77,3,0,control,9.4
44,3,0,control,5.16
114,3,0,control,3.61
173,3,0,control,0.52
140,3,0,control,15.73
48,3,0,control,1.93
15,3,0,control,4.01
74,3,0,control,1.18
41,3,0,control,0.47
111,3,0,control,1.72
19,3,0,control,1.39
78,3,0,control,5.37
45,3,0,control,7.27
115,3,0,control,0
174,3,0,control,11.09
141,3,0,control,0
49,3,0,control,2.99
119,3,0,control,2.41
178,3,0,control,0
145,3,0,control,1.22
112,3,0,control,0
20,3,0,control,0
79,3,0,control,2.78
149,3,0,control,12.12
116,3,0,control,5.92
175,3,0,control,7.01
142,3,0,control,0
50,3,0,control,4.46
120,3,0,control,8.04
179,3,0,control,0
146,3,0,control,0
113,3,0,control,0
21,3,0,control,0
80,3,0,control,0
150,3,0,control,0
117,3,0,control,2.52
176,3,0,control,0
143,3,0,control,0
51,3,0,control,0.17
121,3,0,control,0
180,3,0,control,4.47
147,3,0,control,3.05
55,3,0,control,0
22,3,0,control,4.21
81,3,0,control,8.79
151,3,0,control,0
118,3,0,control,0
177,3,0,control,0.82
144,3,0,control,3.32
52,3,0,control,0
122,3,0,control,2.02
181,3,0,control,9.54
148,3,0,control,8.1
56,3,0,control,2.78
23,3,0,control,0
82,3,0,control,3.34
152,3,0,control,0
60,3,0,control,5.8
27,3,0,control,0
86,3,0,control,1.77
53,3,0,control,4.46
123,3,0,control,3.11
182,3,0,control,1.87
90,3,0,control,6.7
57,3,0,control,4.81
24,3,0,control,3.86
83,3,0,control,0
153,3,0,control,1.89
61,3,0,control,0
28,3,0,control,0
87,3,0,control,1.23
54,3,0,control,0
124,3,0,control,5.74
183,3,0,control,2.36
91,3,0,control,0
58,3,0,control,0
25,3,0,control,0
84,3,0,control,1.27
154,3,0,control,7.75
62,3,0,control,3.88
29,3,0,control,3.05
88,3,0,control,0
158,3,0,control,0
125,3,0,control,0
184,3,0,control,0
92,3,0,control,6.05
59,3,0,control,6.85
26,3,0,control,0
85,3,0,control,0
155,3,0,control,0
63,3,0,control,0.72
30,3,0,control,0.75
89,3,0,control,0
159,3,0,control,0.72
126,3,0,control,2.76
185,3,0,control,3.54
93,3,0,control,0
163,3,0,control,0
130,3,0,control,3.39
189,3,0,control,0.29
156,3,0,control,1.11
64,3,0,control,12.62
31,3,0,control,0
193,3,0,control,0
160,3,0,control,6.29
127,3,0,control,2.54
186,3,0,control,8.61
94,3,0,control,0
164,3,0,control,2.53
131,3,0,control,0
190,3,0,control,0
157,3,0,control,0.19
65,3,0,control,2.56
32,3,0,control,0
194,3,0,control,10.54
161,3,0,control,5.5
128,3,0,control,0
187,3,0,control,0.16
95,3,0,control,0
165,3,0,control,7.91
132,3,0,control,3.78
191,3,0,control,0
99,3,0,control,2.98
66,3,0,control,0
33,3,0,control,3.55
195,3,0,control,6.07
162,3,0,control,0
129,3,0,control,1.28
188,3,0,control,0
96,3,0,control,6.81
166,3,0,control,0
133,3,0,control,0
192,3,0,control,0
100,3,0,control,7.31
67,3,0,control,0
